Gene stable ID,Gene Synonym,Gene name
ENSG00000239197,,
ENSG00000258739,,ENO1P2
ENSG00000237100,EM:AB023049.8,C6orf136
ENSG00000285663,,
ENSG00000258888,,
ENSG00000258971,,
ENSG00000255346,NOX5A,NOX5
ENSG00000255346,NOX5B,NOX5
ENSG00000003393,ALS2CR6,ALS2
ENSG00000196510,APC7,ANAPC7
ENSG00000241174,,RN7SL570P
ENSG00000105639,JAK-3,JAK3
ENSG00000105639,JAK3_HUMAN,JAK3
ENSG00000105639,JAKL,JAK3
ENSG00000105639,L-JAK,JAK3
ENSG00000105639,LJAK,JAK3
ENSG00000083067,GON-2,TRPM3
ENSG00000083067,KIAA1616,TRPM3
ENSG00000083067,LTRPC3,TRPM3
ENSG00000254274,CR-5,CRIPTOP5
ENSG00000254274,CRIPTO-5,CRIPTOP5
ENSG00000254274,TDGF1P5,CRIPTOP5
ENSG00000254274,TDGF5,CRIPTOP5
ENSG00000229170,,
ENSG00000276353,,Metazoa_SRP
ENSG00000137547,HSPC145,MRPL15
ENSG00000137547,L15MT,MRPL15
ENSG00000137547,MRP-L15,MRPL15
ENSG00000137547,MRP-L7,MRPL15
ENSG00000137547,RPML7,MRPL15
ENSG00000137547,UL15M,MRPL15
ENSG00000234372,,HLA-DPA3
ENSG00000151914,BP240,DST
ENSG00000151914,BPA,DST
ENSG00000151914,BPAG1,DST
ENSG00000151914,CATX-15,DST
ENSG00000151914,FLJ13425,DST
ENSG00000151914,FLJ21489,DST
ENSG00000151914,FLJ30627,DST
ENSG00000151914,FLJ32235,DST
ENSG00000151914,KIAA0728,DST
ENSG00000151914,MACF2,DST
ENSG00000231129,ABC50,ABCF1
ENSG00000231129,EST123147,ABCF1
ENSG00000231346,,LINC01160
ENSG00000199516,,Y_RNA
ENSG00000201109,RN5S245,RNA5SP245
ENSG00000236177,HLA-DP1A,HLA-DPA1
ENSG00000064703,DP103,DDX20
ENSG00000064703,GEMIN3,DDX20
ENSG00000196367,PAF400,TRRAP
ENSG00000196367,TR-AP,TRRAP
ENSG00000196367,TRA1,TRRAP
ENSG00000230254,,HLA-E
ENSG00000272772,,
ENSG00000273345,,
ENSG00000251835,,RNU6ATAC32P
ENSG00000100478,AP47B,AP4S1
ENSG00000100478,CLA20,AP4S1
ENSG00000100478,SPG52,AP4S1
ENSG00000270980,,
ENSG00000253544,,C1GALT1P3
ENSG00000253789,NARSP2,NARS1P2
ENSG00000205884,DEFB137,DEFB136
ENSG00000205882,,DEFB134
ENSG00000253645,,
ENSG00000293380,ADAM3,ADAM3A
ENSG00000293380,CYRN1,ADAM3A
ENSG00000293380,TMDCI,ADAM3A
ENSG00000289088,,
ENSG00000206077,,ZDHHC11B
ENSG00000235420,,RPL29P30
ENSG00000293003,,
ENSG00000277654,,
ENSG00000223509,WHDC1P1,WHAMMP1
ENSG00000179362,C15ORF21,HMGN2P46
ENSG00000179362,D-PCA-2,HMGN2P46
ENSG00000179362,FLJ39426,HMGN2P46
ENSG00000259315,,ACTG1P17
ENSG00000223518,CSNK1A1P,CSNK1A1P1
ENSG00000224145,RNF93,TRIM15
ENSG00000224145,ZNF178,TRIM15
ENSG00000224145,ZNFB7,TRIM15
ENSG00000288930,,
ENSG00000237550,,
ENSG00000250749,,
ENSG00000258741,H2AFVP,H2AZ2P1
ENSG00000258741,H2AFVP1,H2AZ2P1
ENSG00000258741,HST19970,H2AZ2P1
ENSG00000161055,HIN-1,SCGB3A1
ENSG00000161055,HIN1,SCGB3A1
ENSG00000161055,LU105,SCGB3A1
ENSG00000161055,PNSP-2,SCGB3A1
ENSG00000161055,UGRP2,SCGB3A1
ENSG00000259790,,ANP32BP1
ENSG00000293333,,
ENSG00000260266,,PPIAP46
ENSG00000260103,,
ENSG00000181234,DKFZP761O2018,TMEM132C
ENSG00000181234,PPP1R152,TMEM132C
ENSG00000228141,,
ENSG00000260660,,
ENSG00000037280,PCL,FLT4
ENSG00000037280,VEGFR-3,FLT4
ENSG00000037280,VEGFR3,FLT4
ENSG00000293502,,
ENSG00000105640,EL20,RPL18A
ENSG00000105640,L18A,RPL18A
ENSG00000279958,,
ENSG00000123395,C12ORF44,ATG101
ENSG00000123395,FLJ11773,ATG101
ENSG00000292375,,
ENSG00000207695,HSA-MIR-184,MIR184
ENSG00000207695,MIRN184,MIR184
ENSG00000259419,,HNRNPCP3
ENSG00000235711,,ANKRD34C
ENSG00000166557,C15ORF22,TMED3
ENSG00000166557,P24B,TMED3
ENSG00000166557,P24G4,TMED3
ENSG00000166557,P24GAMMA4,TMED3
ENSG00000287408,,
ENSG00000168803,ADAL,MAPDA
ENSG00000233140,TAP1-AS1,PSMB8-AS1
ENSG00000233140,TAPSAR1,PSMB8-AS1
ENSG00000233140,XXBAC-BPG246D15.8,PSMB8-AS1
ENSG00000256660,,CLEC12B
ENSG00000154928,EPHT2,EPHB1
ENSG00000154928,HEK6,EPHB1
ENSG00000198513,AD-FSP,ATL1
ENSG00000198513,FSP1,ATL1
ENSG00000198513,SPG3,ATL1
ENSG00000198513,SPG3A,ATL1
ENSG00000236642,,
ENSG00000224098,RPL32-L,RPL32P1
ENSG00000224098,RPL32P,RPL32P1
ENSG00000229202,CAT56,PRR3
ENSG00000229202,EM:AB014077.1,PRR3
ENSG00000229202,EM:AB023052.2,PRR3
ENSG00000223957,NEU,NEU1
ENSG00000174990,CA5,CA5A
ENSG00000174990,CAV,CA5A
ENSG00000174990,CAVA,CA5A
ENSG00000223305,,RN7SKP30
ENSG00000163440,GCPHLP,PDCL2
ENSG00000207166,RNU68,SNORA68
ENSG00000207166,SNORA68A,SNORA68
ENSG00000207166,U68,SNORA68
ENSG00000279617,,
ENSG00000105641,NIS,SLC5A5
ENSG00000198673,FAM19A2,TAFA2
ENSG00000198673,TAFA-2,TAFA2
ENSG00000109255,,NMU
ENSG00000122406,L5,RPL5
ENSG00000122406,PPP1R135,RPL5
ENSG00000122406,UL18,RPL5
ENSG00000169758,C15ORF27,TMEM266
ENSG00000169758,FLJ38190,TMEM266
ENSG00000231939,CELIAC1,HLA-DQB1
ENSG00000231939,HLA-DQB,HLA-DQB1
ENSG00000231939,IDDM1,HLA-DQB1
ENSG00000270385,,
ENSG00000260443,,
ENSG00000260162,,
ENSG00000013523,CCR4E,ANGEL1
ENSG00000013523,KIAA0759,ANGEL1
ENSG00000172530,BEND1,BANP
ENSG00000172530,DKFZP761H172,BANP
ENSG00000172530,FLJ10177,BANP
ENSG00000172530,FLJ20538,BANP
ENSG00000172530,SMAR1,BANP
ENSG00000172530,SMARBP1,BANP
ENSG00000084453,OATP,SLCO1A2
ENSG00000084453,OATP-A,SLCO1A2
ENSG00000084453,OATP1A2,SLCO1A2
ENSG00000084453,SLC21A3,SLCO1A2
ENSG00000142208,AKT,AKT1
ENSG00000142208,PKB,AKT1
ENSG00000142208,PRKBA,AKT1
ENSG00000142208,RAC,AKT1
ENSG00000142208,RAC-ALPHA,AKT1
ENSG00000226175,BCX300M20.3,PAIP1P1
ENSG00000226175,BPG254M11.3,PAIP1P1
ENSG00000226175,BQB44E15.5,PAIP1P1
ENSG00000237145,U92032.1,MTCO3P1
ENSG00000289102,,
ENSG00000231974,APO-M,APOM
ENSG00000231974,G3A,APOM
ENSG00000231974,NG20,APOM
ENSG00000288953,,
ENSG00000197857,KOX7,ZNF44
ENSG00000197857,ZNF504,ZNF44
ENSG00000197857,ZNF55,ZNF44
ENSG00000197857,ZNF58,ZNF44
ENSG00000233317,U92032.1,MTCO3P1
ENSG00000236033,BCX67J3.3,HCG4B
ENSG00000236033,BPG309N1.1,HCG4B
ENSG00000236033,BQB90C11.3,HCG4B
ENSG00000236033,EM:AB023056.16,HCG4B
ENSG00000236033,HCG4P6,HCG4B
ENSG00000236033,HCGIV-06,HCG4B
ENSG00000236033,HCGIV-6,HCG4B
ENSG00000236033,HCGIV.5,HCG4B
ENSG00000242511,,RPL23AP1
ENSG00000239457,,HLA-DOB
ENSG00000253332,,RPL7AP80
ENSG00000253233,,
ENSG00000114654,C3ORF73,EFCC1
ENSG00000114654,CCDC48,EFCC1
ENSG00000114654,FLJ12057,EFCC1
ENSG00000196115,ADAM5P,ADAM5
ENSG00000196115,TMDCII,ADAM5
ENSG00000198838,,RYR3
ENSG00000154511,FAM69A,DIPK1A
ENSG00000154511,FLJ23493,DIPK1A
ENSG00000189430,CD335,NCR1
ENSG00000189430,LY94,NCR1
ENSG00000189430,NK-P46,NCR1
ENSG00000189430,NKP46,NCR1
ENSG00000172995,ARPP-21,ARPP21
ENSG00000172995,R3HDM3,ARPP21
ENSG00000172995,TARPP,ARPP21
ENSG00000232099,BA145L22,ZFP57
ENSG00000232099,BA145L22.2,ZFP57
ENSG00000232099,C6ORF40,ZFP57
ENSG00000232099,ZNF698,ZFP57
ENSG00000197475,ADAM3,ADAM3A
ENSG00000197475,CYRN1,ADAM3A
ENSG00000197475,TMDCI,ADAM3A
ENSG00000251923,,RNU6-276P
ENSG00000250821,,EXOC1L
ENSG00000090989,BM-102,EXOC1
ENSG00000090989,FLJ10893,EXOC1
ENSG00000090989,SEC3,EXOC1
ENSG00000090989,SEC3L1,EXOC1
ENSG00000090989,SEC3P,EXOC1
ENSG00000232244,,
ENSG00000233650,HS6M1-8P,OR2AD1P
ENSG00000233650,OR2AD1,OR2AD1P
ENSG00000229698,,HLA-F
ENSG00000237733,FAP216,RNF39
ENSG00000237733,HZFW1,RNF39
ENSG00000237733,LIRF,RNF39
ENSG00000206680,RNU21,SNORD21
ENSG00000206680,U21,SNORD21
ENSG00000207523,RNU66,SNORA66
ENSG00000207523,U66,SNORA66
ENSG00000207022,,
ENSG00000252121,,RNU6-970P
ENSG00000239710,,RN7SL692P
ENSG00000287797,,
ENSG00000252752,,RNU6-210P
ENSG00000229265,D84394.7,USP8P1
ENSG00000229265,KIAA0055-HOM,USP8P1
ENSG00000229265,USP8P,USP8P1
ENSG00000222664,,RN7SKP123
ENSG00000251837,,Y_RNA
ENSG00000239329,D6S221E,HLA-DMB
ENSG00000239329,RING7,HLA-DMB
ENSG00000143033,M96,MTF2
ENSG00000143033,PCL2,MTF2
ENSG00000143033,TDRD19A,MTF2
ENSG00000254067,,
ENSG00000168619,ADAM27,ADAM18
ENSG00000168619,TMDCIII,ADAM18
ENSG00000275012,,
ENSG00000022556,CLR19.9,NLRP2
ENSG00000022556,FLJ20510,NLRP2
ENSG00000022556,NALP2,NLRP2
ENSG00000022556,NBS1,NLRP2
ENSG00000022556,PAN1,NLRP2
ENSG00000022556,PYPAF2,NLRP2
ENSG00000227565,IKBL,NFKBIL1
ENSG00000227565,NFKBIL,NFKBIL1
ENSG00000286114,,
ENSG00000286135,,SPADH
ENSG00000293449,,
ENSG00000079393,DUSP13,DUSP13B
ENSG00000079393,MDSP,DUSP13B
ENSG00000079393,SKRP4,DUSP13B
ENSG00000079393,TMDP,DUSP13B
ENSG00000187510,C12ORF74,PLEKHG7
ENSG00000187510,FLJ46688,PLEKHG7
ENSG00000231225,PERB11.1,MICA
ENSG00000090975,NIR3,PITPNM2
ENSG00000090975,RDGB2,PITPNM2
ENSG00000090975,RDGBA2,PITPNM2
ENSG00000293542,DUSP13,DUSP13B
ENSG00000293542,MDSP,DUSP13B
ENSG00000293542,SKRP4,DUSP13B
ENSG00000293542,TMDP,DUSP13B
ENSG00000237448,RPL3-HOM,RPL3P2
ENSG00000229216,EM:AC006046.3,PPIAP9
ENSG00000229216,PPIP9,PPIAP9
ENSG00000233604,,DHFRP2
ENSG00000277403,,
ENSG00000293543,BEDP,DUSP13A
ENSG00000293543,MDSP,DUSP13A
ENSG00000263589,,
ENSG00000264777,,U6
ENSG00000265326,,Metazoa_SRP
ENSG00000278049,,
ENSG00000277415,,
ENSG00000265323,,Y_RNA
ENSG00000266263,,7SK
ENSG00000263701,,U6
ENSG00000264495,,Y_RNA
ENSG00000263367,,U6
ENSG00000277085,,
ENSG00000265116,U83,SNORD117
ENSG00000265325,U84,SNORD84
ENSG00000263418,,5S_rRNA
ENSG00000264915,,Y_RNA
ENSG00000266847,ACA38,SNORA38
ENSG00000248717,,LINC02222
ENSG00000266660,,U6
ENSG00000265663,U32B,SNORD32B
ENSG00000236791,,OR2AI1P
ENSG00000263871,,U1
ENSG00000257215,,
ENSG00000207290,,Y_RNA
ENSG00000238035,,
ENSG00000234508,AGS4,GPSM3
ENSG00000234508,C6ORF9,GPSM3
ENSG00000234508,G18,GPSM3
ENSG00000234508,G18.1A,GPSM3
ENSG00000234508,G18.1B,GPSM3
ENSG00000234508,G18.2,GPSM3
ENSG00000234508,NG1,GPSM3
ENSG00000263671,,Metazoa_SRP
ENSG00000265074,,U1
ENSG00000266747,,Y_RNA
ENSG00000265159,,Y_RNA
ENSG00000224736,DJ377H14.4,HLA-V
ENSG00000224736,HLA-75,HLA-V
ENSG00000290328,DJ377H14.4,HLA-V
ENSG00000290328,HLA-75,HLA-V
ENSG00000274553,,CICP15
ENSG00000269983,,
ENSG00000254132,,MTND6P3
ENSG00000251544,,MTND5P12
ENSG00000202358,,RNU6-652P
ENSG00000174799,CEP4,CEP135
ENSG00000174799,FLJ13621,CEP135
ENSG00000174799,KIAA0635,CEP135
ENSG00000251340,,MTCYBP35
ENSG00000232578,,
ENSG00000133302,ANKRD32,SLF1
ENSG00000133302,BRCTD1,SLF1
ENSG00000133302,BRCTX,SLF1
ENSG00000133302,DKFZP564C0469,SLF1
ENSG00000133302,DKFZP761C121,SLF1
ENSG00000239618,HLA-92,HLA-L
ENSG00000239618,HLA92,HLA-L
ENSG00000239618,HLAL,HLA-L
ENSG00000290349,HLA-92,HLA-L
ENSG00000290349,HLA92,HLA-L
ENSG00000290349,HLAL,HLA-L
ENSG00000233584,DP2B,HLA-DPB2
ENSG00000233584,DPB2,HLA-DPB2
ENSG00000233584,HLA-DP2B,HLA-DPB2
ENSG00000290352,,
ENSG00000237894,,
ENSG00000290356,PBMUCL2,HCG22
ENSG00000290356,FLJ37114,HCG22
ENSG00000104755,CT15,ADAM2
ENSG00000104755,FTNB,ADAM2
ENSG00000104755,PH-30B,ADAM2
ENSG00000104755,PH30,ADAM2
ENSG00000223439,CDA12,HLA-J
ENSG00000223439,D6S203,HLA-J
ENSG00000223439,HLA-59,HLA-J
ENSG00000223439,HLA-CDA12,HLA-J
ENSG00000183559,BA318C4.1,C10orf120
ENSG00000290362,,
ENSG00000238101,,FAM8A5P
ENSG00000236898,HLA-DP2A,HLA-DPA2
ENSG00000176584,DMBT1P1,DMBT1L1
ENSG00000234046,RNF95,TRIM26
ENSG00000234046,ZNF173,TRIM26
ENSG00000236488,IPP-2P,PPP1R2P1
ENSG00000236488,PPP1R2P,PPP1R2P1
ENSG00000292992,,
ENSG00000265059,,U1
ENSG00000224230,,
ENSG00000266081,,U1
ENSG00000227826,HLA-DR4B,HLA-DRB4
ENSG00000165685,C12ORF59,TMEM52B
ENSG00000165685,FLJ31166,TMEM52B
ENSG00000138161,ERG-1,CUZD1
ENSG00000138161,UO-44,CUZD1
ENSG00000290817,,
ENSG00000264640,,U1
ENSG00000233853,,
ENSG00000154556,ARGBP2,SORBS2
ENSG00000154556,KIAA0777,SORBS2
ENSG00000249175,,
ENSG00000008323,ARHGEF46,PLEKHG6
ENSG00000008323,FLJ10665,PLEKHG6
ENSG00000008323,MYOGEF,PLEKHG6
ENSG00000243806,,RPL7P18
ENSG00000276514,,
ENSG00000185261,C5ORF36,KIAA0825
ENSG00000185261,DKFZP686F0372,KIAA0825
ENSG00000185261,MGC34713,KIAA0825
ENSG00000201999,RN5S428,RNA5SP428
ENSG00000286928,,
ENSG00000286088,,
ENSG00000289353,,
ENSG00000166546,SCA31,BEAN1
ENSG00000235432,,
ENSG00000189410,,SH2D5
ENSG00000213185,AC073585.2,FAM24B
ENSG00000213185,MGC45962,FAM24B
ENSG00000113648,H2AFY,MACROH2A1
ENSG00000113648,MACROH2A1.2,MACROH2A1
ENSG00000125695,,
ENSG00000108588,GK001,CCDC47
ENSG00000255624,,C10orf88B
ENSG00000135048,TMEM2,CEMIP2
ENSG00000203795,AC073585.4,FAM24A
ENSG00000119965,EM:AC073585.5,C10orf88
ENSG00000119965,FLJ13490,C10orf88
ENSG00000119965,PAAT,C10orf88
ENSG00000236561,BTN6,MOG
ENSG00000236561,BTNL11,MOG
ENSG00000187555,HAUSP,USP7
ENSG00000243494,,RPL36AP50
ENSG00000258811,,
ENSG00000258593,,
ENSG00000099814,CEP170R,CEP170B
ENSG00000099814,FAM68C,CEP170B
ENSG00000099814,KIAA0284,CEP170B
ENSG00000251914,,RNU7-200P
ENSG00000221808,HSA-MIR-1256,MIR1256
ENSG00000221808,MIRN1256,MIR1256
ENSG00000233072,,RPS15AP6
ENSG00000267149,,
ENSG00000236073,,
ENSG00000235112,,HSPE1P27
ENSG00000160439,SDR7C3,RDH13
ENSG00000287192,,
ENSG00000179988,C10ORF89,PSTK
ENSG00000179988,MGC35392,PSTK
ENSG00000117298,ECE,ECE1
ENSG00000198231,RHELP,DDX42
ENSG00000198231,RNAHP,DDX42
ENSG00000198231,SF3B125,DDX42
ENSG00000198231,SF3B8,DDX42
ENSG00000095574,FLJ22973,IKZF5
ENSG00000095574,PEGASUS,IKZF5
ENSG00000095574,ZNFN1A5,IKZF5
ENSG00000259067,,
ENSG00000188316,AC023283.3,ENO4
ENSG00000188316,C10ORF134,ENO4
ENSG00000173464,C14ORF6,RNASE11
ENSG00000173464,RAJ1,RNASE11
ENSG00000136052,DKFZP434K0427,SLC41A2
ENSG00000252149,RN5S315,RNA5SP315
ENSG00000290899,,
ENSG00000182652,C14ORF13,OR4Q3
ENSG00000182652,OR4Q4,OR4Q3
ENSG00000189013,103AS,KIR2DL4
ENSG00000189013,15.212,KIR2DL4
ENSG00000189013,CD158D,KIR2DL4
ENSG00000107796,ACTSA,ACTA2
ENSG00000100599,FLJ22439,RIN3
ENSG00000082175,NR3C3,PGR
ENSG00000082175,PR,PGR
ENSG00000257579,,
ENSG00000222160,,Y_RNA
ENSG00000136045,IEF-SSP-9502,PWP1
ENSG00000254307,,
ENSG00000164941,C8ORF52,INTS8
ENSG00000164941,FLJ20530,INTS8
ENSG00000164941,INT8,INTS8
ENSG00000164941,MGC131633,INTS8
ENSG00000271166,,
ENSG00000107362,C9ORF77,ABHD17B
ENSG00000107362,CGI-67,ABHD17B
ENSG00000107362,FAM108B1,ABHD17B
ENSG00000293569,,
ENSG00000289757,,
ENSG00000258663,,
ENSG00000288802,,
ENSG00000259000,,DOCK11P1
ENSG00000258509,,
ENSG00000200922,,Y_RNA
ENSG00000259046,RRAGAP,RRAGAP1
ENSG00000155621,MGC61599,C9orf85
ENSG00000179476,DRIP-1,C14orf28
ENSG00000179476,DRIP1,C14orf28
ENSG00000179454,BTBD5,KLHL28
ENSG00000179454,FLJ20081,KLHL28
ENSG00000240441,,RPL17P38
ENSG00000236060,HSPBL2,HSPB1P1
ENSG00000108592,SPB1,FTSJ3
ENSG00000110851,PFM1,PRDM4
ENSG00000204669,,C9orf57
ENSG00000198718,CRESCERIN,TOGARAM1
ENSG00000198718,CRESCERIN-1,TOGARAM1
ENSG00000198718,FAM179B,TOGARAM1
ENSG00000198718,KIAA0423,TOGARAM1
ENSG00000224820,,BTF3P4
ENSG00000182150,C9ORF102,ERCC6L2
ENSG00000182150,FLJ37706,ERCC6L2
ENSG00000182150,HEBO,ERCC6L2
ENSG00000182150,RAD26L,ERCC6L2
ENSG00000258136,,PRDM4-AS1
ENSG00000107779,ACVRLK3,BMPR1A
ENSG00000107779,ALK3,BMPR1A
ENSG00000107779,CD292,BMPR1A
ENSG00000257392,,
ENSG00000257426,,
ENSG00000168255,,POLR2J3
ENSG00000187855,BHLHA44,ASCL4
ENSG00000187855,HASH4,ASCL4
ENSG00000139364,KIAA1786,TMEM132B
ENSG00000139364,KIAA1906,TMEM132B
ENSG00000023171,KIAA1201,GRAMD1B
ENSG00000023171,LINC01059,GRAMD1B
ENSG00000280125,,
ENSG00000213218,CS-2,CSH2
ENSG00000213218,CSB,CSH2
ENSG00000213218,HCS-B,CSH2
ENSG00000280415,,
ENSG00000271184,,
ENSG00000257379,,
ENSG00000280987,ALS21,MATR3
ENSG00000280987,MPD2,MATR3
ENSG00000280987,VCPDM,MATR3
ENSG00000268238,IGFL-6P,IGFL1P2
ENSG00000124440,BHLHE17,HIF3A
ENSG00000124440,IPAS,HIF3A
ENSG00000124440,MOP7,HIF3A
ENSG00000124440,PASD7,HIF3A
ENSG00000197111,HNRNP-E2,PCBP2
ENSG00000197111,HNRNPE2,PCBP2
ENSG00000197111,HNRPE2,PCBP2
ENSG00000231105,,ECE1-AS1
ENSG00000258497,,
ENSG00000256705,,
ENSG00000139910,NOVA-1,NOVA1
ENSG00000143502,FLJ10052,SUSD4
ENSG00000183336,BOLA2A,BOLA2
ENSG00000183336,MY016,BOLA2
ENSG00000226826,HLA-DP1B,HLA-DPB1
ENSG00000261740,,BOLA2-SMG1P6
ENSG00000102898,NTF2,NUTF2
ENSG00000102898,PP15,NUTF2
ENSG00000284981,,UPK3BL2
ENSG00000285437,,POLR2J3
ENSG00000103051,COD1,COG4
ENSG00000103051,DKFZP586E1519,COG4
ENSG00000136487,GH-V,GH2
ENSG00000136487,GHL,GH2
ENSG00000136487,GHV,GH2
ENSG00000136487,HGH-V,GH2
ENSG00000171862,BZS,PTEN
ENSG00000171862,MHAM,PTEN
ENSG00000171862,MMAC1,PTEN
ENSG00000171862,PTEN1,PTEN
ENSG00000171862,TEP1,PTEN
ENSG00000228049,RPB11B1,POLR2J2
ENSG00000262119,,
ENSG00000257842,C14ORF22,NOVA1-DT
ENSG00000257842,LINC02588,NOVA1-DT
ENSG00000257842,NOVA1-AS1,NOVA1-DT
ENSG00000078549,PAC1,ADCYAP1R1
ENSG00000078549,PAC1R,ADCYAP1R1
ENSG00000078549,PACAPR,ADCYAP1R1
ENSG00000257845,,LINC02294
ENSG00000257612,,MIR4307HG
ENSG00000165072,MGC21981,MAMDC2
ENSG00000152784,KMT8D,PRDM8
ENSG00000224507,XXBAC-BPG154L12.4,TSBP1-AS1
ENSG00000235116,,
ENSG00000229499,,MICG
ENSG00000187595,,ZNF385C
ENSG00000231000,DJ994E9.1,RPS17P1
ENSG00000231000,RPS17P,RPS17P1
ENSG00000237865,EM:AB014080.4,SUCLA2P1
ENSG00000237865,SUCLA2P,SUCLA2P1
ENSG00000265165,HSA-MIR-4307,MIR4307
ENSG00000230143,,FLOT1
ENSG00000258932,,MIR3171HG
ENSG00000257120,,
ENSG00000222465,RNU2P3,RNU2-5P
ENSG00000222465,U2,RNU2-5P
ENSG00000222465,U2.7,RNU2-5P
ENSG00000236801,,RPL24P8
ENSG00000257523,,LINC02326
ENSG00000254571,,
ENSG00000293609,,
ENSG00000221844,,DPP3P2
ENSG00000236701,,
ENSG00000272509,,
ENSG00000212454,RN5S286,RNA5SP286
ENSG00000223368,,
ENSG00000272159,,
ENSG00000251789,,RNU4-57P
ENSG00000255201,,
ENSG00000178395,C1ORF65,CCDC185
ENSG00000178395,FLJ35728,CCDC185
ENSG00000227809,,
ENSG00000293142,,
ENSG00000257522,,
ENSG00000196166,C8ORF86,LINC03042
ENSG00000196166,FLJ43582,LINC03042
ENSG00000206835,,RNU1-74P
ENSG00000108604,BAF60B,SMARCD2
ENSG00000108604,CRACD2,SMARCD2
ENSG00000108604,PRO2451,SMARCD2
ENSG00000108604,RSC6P,SMARCD2
ENSG00000198963,NR1F2,RORB
ENSG00000198963,ROR-BETA,RORB
ENSG00000198963,RORB,RORB
ENSG00000198963,RZR-BETA,RORB
ENSG00000198963,RZRB,RORB
ENSG00000162620,LRRC44,LRRIQ3
ENSG00000162620,MGC22773,LRRIQ3
ENSG00000265599,HSA-MIR-4471,MIR4471
ENSG00000202360,,RN7SKP249
ENSG00000261087,AP003469.4,ZNNT1
ENSG00000254063,,DUXAP2
ENSG00000228224,FKSG17,NACA4P
ENSG00000228224,NACAP1,NACA4P
ENSG00000239211,,RN7SL563P
ENSG00000293625,,
ENSG00000254084,,
ENSG00000254024,BX357664,GRHL2-DT
ENSG00000138675,,FGF5
ENSG00000253991,,
ENSG00000177311,CIBZ,ZBTB38
ENSG00000177311,FLJ35036,ZBTB38
ENSG00000177311,PPP1R171,ZBTB38
ENSG00000177311,ZNF921,ZBTB38
ENSG00000253153,,
ENSG00000203546,,
ENSG00000234616,JERKY,JRK
ENSG00000234616,JH8,JRK
ENSG00000048342,JBTS9,CC2D2A
ENSG00000048342,KIAA1345,CC2D2A
ENSG00000048342,MKS6,CC2D2A
ENSG00000199796,,RNU6-924P
ENSG00000011485,PP5,PPP5C
ENSG00000011485,PPP5,PPP5C
ENSG00000129480,C14ORF126,DTD2
ENSG00000129480,MGC9912,DTD2
ENSG00000116783,CARK,TNNI3K
ENSG00000232109,,VN1R54P
ENSG00000231009,,CUBNP1
ENSG00000239323,,
ENSG00000214943,,GPR33
ENSG00000230425,Y214H10.6,RSU1P1
ENSG00000286944,,
ENSG00000119121,CHAK2,TRPM6
ENSG00000119121,FLJ22628,TRPM6
ENSG00000119121,HOMG,TRPM6
ENSG00000119121,HSH,TRPM6
ENSG00000223087,,RNU6-602P
ENSG00000270552,,DUXAP3
ENSG00000207412,,RNU6-455P
ENSG00000258690,,
ENSG00000165733,BMS1L,BMS1
ENSG00000165733,KIAA0187,BMS1
ENSG00000258601,,
ENSG00000253563,,NKX2-1-AS1
ENSG00000167653,LNCPSCA,PSCA
ENSG00000283098,,
ENSG00000160886,CT97,LY6K
ENSG00000160886,FLJ35226,LY6K
ENSG00000160886,HSJ001348,LY6K
ENSG00000259019,EIF4BP,EIF4BP1
ENSG00000259137,,
ENSG00000259148,YWHAZP,YWHAZP1
ENSG00000189139,C14ORF155,FSCB
ENSG00000189139,DKFZP434F1017,FSCB
ENSG00000289195,,
ENSG00000258751,,
ENSG00000136205,FLJ13732,TNS3
ENSG00000136205,H_NH0549I23.2,TNS3
ENSG00000136205,TEM6,TNS3
ENSG00000136205,TENS1,TNS3
ENSG00000253806,,
ENSG00000253106,,
ENSG00000170881,HRCA1,RNF139
ENSG00000170881,RCA1,RNF139
ENSG00000170881,TRC8,RNF139
ENSG00000270359,,
ENSG00000207366,,RNU6-297P
ENSG00000258750,,
ENSG00000293574,,
ENSG00000242417,,RPL18P1
ENSG00000147509,RGSZ1,RGS20
ENSG00000147509,ZGAP1,RGS20
ENSG00000258803,,
ENSG00000252416,,RNU6-885P
ENSG00000165731,CDHF12,RET
ENSG00000165731,CDHR16,RET
ENSG00000165731,HSCR1,RET
ENSG00000165731,MEN2A,RET
ENSG00000165731,MEN2B,RET
ENSG00000165731,MTC1,RET
ENSG00000165731,PTC,RET
ENSG00000165731,RET51,RET
ENSG00000140153,BUN107,WDR20
ENSG00000140153,DMR,WDR20
ENSG00000140153,FLJ33659,WDR20
ENSG00000140153,MGC33177,WDR20
ENSG00000038382,ARHGEF23,TRIO
ENSG00000293388,,
ENSG00000287482,,
ENSG00000288625,,
ENSG00000288645,,
ENSG00000159251,ACTC,ACTC1
ENSG00000159251,CMD1R,ACTC1
ENSG00000212659,KAP9.6,KRTAP9-6
ENSG00000212659,KRTAP9L2,KRTAP9-6
ENSG00000180386,KAP9.7,KRTAP9-7
ENSG00000180386,KRTAP9L1,KRTAP9-7
ENSG00000260287,,TBC1D3G
ENSG00000163946,C3ORF63,TASOR
ENSG00000163946,FAM208A,TASOR
ENSG00000163946,KIAA1105,TASOR
ENSG00000163946,RAP140,TASOR
ENSG00000163946,SE89-1,TASOR
ENSG00000163946,TASOR1,TASOR
ENSG00000022976,C14ORF131,ZNF839
ENSG00000223833,1C7,NCR3
ENSG00000223833,CD337,NCR3
ENSG00000223833,LY117,NCR3
